1	24	100.000	448	0	0	1	448	23	470	0.0	828
1	21	99.554	448	2	0	1	448	23	470	0.0	817
2	28	99.777	448	1	0	1	448	23	470	0.0	822
2	31	99.554	448	2	0	1	448	23	470	0.0	817
2	30	99.554	448	2	0	1	448	23	470	0.0	817
3	24	99.777	448	1	0	1	448	23	470	0.0	822
3	21	99.777	448	1	0	1	448	23	470	0.0	822
3	26	99.554	448	2	0	1	448	23	470	0.0	817
3	25	99.554	448	2	0	1	448	23	470	0.0	817
3	20	99.554	448	2	0	1	448	23	470	0.0	817
4	20	100.000	448	0	0	1	448	23	470	0.0	828
4	21	99.777	448	1	0	1	448	23	470	0.0	822
4	19	99.777	448	1	0	1	448	23	470	0.0	822
4	26	99.554	448	2	0	1	448	23	470	0.0	817
4	25	99.554	448	2	0	1	448	23	470	0.0	817
5	28	99.554	448	2	0	1	448	23	470	0.0	817
6	37	100.000	448	0	0	1	448	23	470	0.0	828
6	36	99.777	448	1	0	1	448	23	470	0.0	822
6	35	99.777	448	1	0	1	448	23	470	0.0	822
6	34	99.777	448	1	0	1	448	23	470	0.0	822
6	33	99.777	448	1	0	1	448	23	470	0.0	822
6	32	99.777	448	1	0	1	448	23	470	0.0	822
6	29	99.777	448	1	0	1	448	23	470	0.0	822
7	18	99.777	448	1	0	1	448	23	470	0.0	822
7	17	99.554	448	2	0	1	448	23	470	0.0	817
8	40	100.000	448	0	0	1	448	23	470	0.0	828
8	39	99.777	448	1	0	1	448	23	470	0.0	822
8	38	99.554	448	2	0	1	448	23	470	0.0	817
9	24	99.777	448	1	0	1	448	23	470	0.0	822
9	21	99.777	448	1	0	1	448	23	470	0.0	822
9	26	99.554	448	2	0	1	448	23	470	0.0	817
9	25	99.554	448	2	0	1	448	23	470	0.0	817
9	22	99.554	448	2	0	1	448	23	470	0.0	817
9	20	99.554	448	2	0	1	448	23	470	0.0	817
10	31	99.554	448	2	0	1	448	23	470	0.0	817
10	30	99.554	448	2	0	1	448	23	470	0.0	817
11	31	99.777	448	1	0	1	448	23	470	0.0	822
11	30	99.777	448	1	0	1	448	23	470	0.0	822
11	28	99.554	448	2	0	1	448	23	470	0.0	817
13	27	100.000	448	0	0	1	448	23	470	0.0	828
14	20	99.777	448	1	0	1	448	23	470	0.0	822
14	24	99.554	448	2	0	1	448	23	470	0.0	817
14	21	99.554	448	2	0	1	448	23	470	0.0	817
14	19	99.554	448	2	0	1	448	23	470	0.0	817
15	20	99.777	448	1	0	1	448	23	470	0.0	822
15	24	99.554	448	2	0	1	448	23	470	0.0	817
15	21	99.554	448	2	0	1	448	23	470	0.0	817
15	19	99.554	448	2	0	1	448	23	470	0.0	817
16	30	99.777	448	1	0	1	448	23	470	0.0	822
18	37	99.777	448	1	0	1	448	23	470	0.0	822
18	36	99.554	448	2	0	1	448	23	470	0.0	817
18	35	99.554	448	2	0	1	448	23	470	0.0	817
18	34	99.554	448	2	0	1	448	23	470	0.0	817
18	33	99.554	448	2	0	1	448	23	470	0.0	817
18	32	99.554	448	2	0	1	448	23	470	0.0	817
18	29	99.554	448	2	0	1	448	23	470	0.0	817
19	31	99.554	448	2	0	1	448	23	470	0.0	817
19	30	99.554	448	2	0	1	448	23	470	0.0	817
20	17	100.000	448	0	0	1	448	23	470	0.0	828
20	21	99.554	448	2	0	1	448	23	470	0.0	817
23	30	99.554	448	2	0	1	448	23	470	0.0	817
24	21	100.000	448	0	0	1	448	23	470	0.0	828
24	26	99.777	448	1	0	1	448	23	470	0.0	822
24	25	99.777	448	1	0	1	448	23	470	0.0	822
24	20	99.777	448	1	0	1	448	23	470	0.0	822
24	24	99.554	448	2	0	1	448	23	470	0.0	817
24	23	99.554	448	2	0	1	448	23	470	0.0	817
24	19	99.554	448	2	0	1	448	23	470	0.0	817
24	17	99.554	448	2	0	1	448	23	470	0.0	817
25	17	99.777	448	1	0	1	448	23	470	0.0	822
25	18	99.554	448	2	0	1	448	23	470	0.0	817
26	29	100.000	448	0	0	1	448	23	470	0.0	828
26	37	99.777	448	1	0	1	448	23	470	0.0	822
26	36	99.554	448	2	0	1	448	23	470	0.0	817
26	35	99.554	448	2	0	1	448	23	470	0.0	817
26	34	99.554	448	2	0	1	448	23	470	0.0	817
26	33	99.554	448	2	0	1	448	23	470	0.0	817
26	32	99.554	448	2	0	1	448	23	470	0.0	817
27	24	100.000	447	0	0	2	448	24	470	0.0	826
27	21	99.553	447	2	0	2	448	24	470	0.0	815
29	40	99.777	448	1	0	1	448	23	470	0.0	822
29	39	99.554	448	2	0	1	448	23	470	0.0	817
30	24	99.777	448	1	0	1	448	23	470	0.0	822
30	20	99.554	448	2	0	1	448	23	470	0.0	817
