1	37	100.000	448	0	0	1	448	23	470	0.0	828
1	36	99.777	448	1	0	1	448	23	470	0.0	822
1	35	99.777	448	1	0	1	448	23	470	0.0	822
1	34	99.777	448	1	0	1	448	23	470	0.0	822
1	33	99.777	448	1	0	1	448	23	470	0.0	822
1	32	99.777	448	1	0	1	448	23	470	0.0	822
1	29	99.777	448	1	0	1	448	23	470	0.0	822
2	18	99.777	448	1	0	1	448	23	470	0.0	822
2	17	99.554	448	2	0	1	448	23	470	0.0	817
3	40	100.000	448	0	0	1	448	23	470	0.0	828
3	39	99.777	448	1	0	1	448	23	470	0.0	822
3	38	99.554	448	2	0	1	448	23	470	0.0	817
4	20	100.000	448	0	0	1	448	23	470	0.0	828
4	21	99.777	448	1	0	1	448	23	470	0.0	822
4	19	99.777	448	1	0	1	448	23	470	0.0	822
4	26	99.554	448	2	0	1	448	23	470	0.0	817
4	25	99.554	448	2	0	1	448	23	470	0.0	817
5	31	99.777	448	1	0	1	448	23	470	0.0	822
5	30	99.777	448	1	0	1	448	23	470	0.0	822
5	28	99.554	448	2	0	1	448	23	470	0.0	817
6	24	100.000	448	0	0	1	448	23	470	0.0	828
6	21	99.554	448	2	0	1	448	23	470	0.0	817
7	5	100.000	448	0	0	1	448	23	470	0.0	828
7	6	99.777	448	1	0	1	448	23	470	0.0	822
7	4	99.777	448	1	0	1	448	23	470	0.0	822
7	3	99.554	448	2	0	1	448	23	470	0.0	817
8	3	100.000	448	0	0	1	448	23	470	0.0	828
8	5	99.554	448	2	0	1	448	23	470	0.0	817
9	28	99.777	448	1	0	1	448	23	470	0.0	822
9	31	99.554	448	2	0	1	448	23	470	0.0	817
9	30	99.554	448	2	0	1	448	23	470	0.0	817
10	29	100.000	448	0	0	1	448	23	470	0.0	828
10	37	99.777	448	1	0	1	448	23	470	0.0	822
10	36	99.554	448	2	0	1	448	23	470	0.0	817
10	35	99.554	448	2	0	1	448	23	470	0.0	817
10	34	99.554	448	2	0	1	448	23	470	0.0	817
10	33	99.554	448	2	0	1	448	23	470	0.0	817
10	32	99.554	448	2	0	1	448	23	470	0.0	817
11	22	99.777	448	1	0	1	448	23	470	0.0	822
11	24	99.554	448	2	0	1	448	23	470	0.0	817
11	21	99.554	448	2	0	1	448	23	470	0.0	817
12	14	100.000	448	0	0	1	448	23	470	0.0	828
12	13	99.777	448	1	0	1	448	23	470	0.0	822
13	5	99.777	448	1	0	1	448	23	470	0.0	822
13	6	99.554	448	2	0	1	448	23	470	0.0	817
13	4	99.554	448	2	0	1	448	23	470	0.0	817
14	26	99.777	448	1	0	1	448	23	470	0.0	822
14	24	99.554	448	2	0	1	448	23	470	0.0	817
14	21	99.554	448	2	0	1	448	23	470	0.0	817
15	6	100.000	448	0	0	1	448	23	470	0.0	828
15	5	99.777	448	1	0	1	448	23	470	0.0	822
15	4	99.554	448	2	0	1	448	23	470	0.0	817
17	31	99.554	448	2	0	1	448	23	470	0.0	817
17	30	99.554	448	2	0	1	448	23	470	0.0	817
18	21	100.000	448	0	0	1	448	23	470	0.0	828
18	26	99.777	448	1	0	1	448	23	470	0.0	822
18	25	99.777	448	1	0	1	448	23	470	0.0	822
18	20	99.777	448	1	0	1	448	23	470	0.0	822
18	24	99.554	448	2	0	1	448	23	470	0.0	817
18	23	99.554	448	2	0	1	448	23	470	0.0	817
18	19	99.554	448	2	0	1	448	23	470	0.0	817
18	17	99.554	448	2	0	1	448	23	470	0.0	817
19	27	100.000	448	0	0	1	448	23	470	0.0	828
21	19	100.000	448	0	0	1	448	23	470	0.0	828
21	20	99.777	448	1	0	1	448	23	470	0.0	822
21	21	99.554	448	2	0	1	448	23	470	0.0	817
22	30	100.000	448	0	0	1	448	23	470	0.0	828
22	31	99.554	448	2	0	1	448	23	470	0.0	817
23	17	99.777	448	1	0	1	448	23	470	0.0	822
23	18	99.554	448	2	0	1	448	23	470	0.0	817
24	24	100.000	447	0	0	2	448	24	470	0.0	826
